species;original.name;section;mean;weighted_squaredSEM;Ncyt;Culm.length.mp;Culm.length.1.4;Leaf.width.mp;Leaf.width.1.4;Utricle.length.mp;Utricle.length.1.4;LI.length.mp;LI.length.1.4;TI.length.mp;TI.length.1.4;Samples_bioclim;bio1_Mean;bio2_Mean;bio3_Mean;bio4_Mean;bio5_Mean;bio6_Mean;bio7_Mean;bio8_Mean;bio9_Mean;bio10_Mean;bio11_Mean;bio12_Mean;bio13_Mean;bio14_Mean;bio15_Mean;bio16_Mean;bio17_Mean;bio18_Mean;bio19_Mean;squaredSEM_bioclim1;squaredSEM_bioclim2;squaredSEM_bioclim3;squaredSEM_bioclim4;squaredSEM_bioclim5;squaredSEM_bioclim6;squaredSEM_bioclim7;squaredSEM_bioclim8;squaredSEM_bioclim9;squaredSEM_bioclim10;squaredSEM_bioclim11;squaredSEM_bioclim12;squaredSEM_bioclim13;squaredSEM_bioclim14;squaredSEM_bioclim15;squaredSEM_bioclim16;squaredSEM_bioclim17;squaredSEM_bioclim18;squaredSEM_bioclim19
Carex davalliana;Carex_davalliana|FIN|spm00003596;Physoglochin;46;2.797580858;8;25;7.5;0.95;0.125;4;0.25;20;2.5;22.5;3.75;451;73.86696231;87.58314856;32.90243902;6246.964523;217.1396896;-45.49223947;262.631929;103.5720621;54.02217295;153.7915743;-5.942350333;960.1906874;108.631929;56.00665188;21.44567627;304.3813747;187.2971175;267.5365854;219.3946785;726.4844839;110.6614043;11.91490515;544130.2521;1023.560443;881.6460508;618.3886672;4297.169796;4436.457285;777.2675733;817.8500025;72922.27022;800.4642227;439.0910668;91.30982015;6791.805341;4551.515969;8125.942547;7028.043883
Carex dioica;Carex_dioica|SWE|spm00004523;Physoglochin;51.8;2.238064686;10;22.5;8.75;NA;NA;3;0.25;10;1.5;13.5;3.25;1291;33.49186677;72.78853602;28.01084431;6856.487219;176.2974438;-91.70797831;268.0054222;81.16731216;1.674670798;123.535244;-51.82106894;849.6142525;103.4291247;44.59953524;27.70333075;284.7498064;144.8559256;225.6746708;209.253292;1663.22067;245.425791;30.08515363;6367692.343;1367.697505;5874.199153;7709.710823;3081.956481;5977.050668;902.7202685;4449.885013;155822.724;2100.989353;478.3193486;75.47083386;16990.51487;5032.241242;4917.387102;17360.2451
Carex gynocrates;Carex_gynocrates|ASK|spm00001630;Physoglochin;51.25;2.797580858;8;16;7;0.5;0.1;2.85;0.275;9.5;2.25;12;2;336;-8.68452381;103.4940476;23.98511905;11393.60119;206.5327381;-226.2113095;432.7440476;109.2529762;-115.7827381;133.0565476;-157.9583333;676.9494048;90.17857143;29.35416667;38.2797619;247.7678571;101.9136905;228.0625;121.3184524;3460.986745;415.2775764;29.88335999;8228824.969;2294.858627;7861.038797;8038.63877;3613.998499;8507.90191;1694.441569;7126.690796;84827.33773;1288.290405;361.9547886;265.617022;9178.059382;3965.135812;4851.402052;7719.555002
Carex parallela;Carex_parallela|KHA|spm00006471;Physoglochin;40.875;2.797580858;8;17.5;6.25;0.7;0.15;3.15;0.175;12;2.5;14.5;3.25;464;-32.50646552;74.34267241;22.96336207;8782.359914;140.9935345;-185.9051724;326.8987069;62.86637931;-79.00431034;84.22198276;-139.7693966;616.75;78.57327586;30.50431034;31.21767241;210.8189655;100.9676724;192.8965517;141.1336207;1900.639267;290.1263825;16.86906513;10673943.81;1450.200822;7537.779325;11088.06531;1787.027463;8749.412508;764.3545049;6222.544979;79978.89201;987.5496946;247.6500894;155.544309;7321.496313;2863.65122;4478.118865;8026.686211
Carex pedunculata;Carex_pedunculata|MAS|spm00001147;Pictae;26;22.38064686;1;18.4;4.8;2.7;0.65;4.85;0.575;8.65;0.575;8.65;0.575;499;57.68937876;110.492986;26.79759519;10206.52705;259.1042084;-147.4228457;406.5270541;140.3967936;-47.40881764;183.3406814;-79.90781563;909.3306613;103.4829659;48.88176353;25.61322645;291.9338677;162.7995992;274.0561122;179.8436874;576.9575376;153.6480431;8.081439988;1518864.912;387.7039782;2282.509598;2043.643343;4985.69766;5057.442974;345.4861128;1519.662168;41877.07719;252.3465968;587.4739439;271.5870536;2111.351039;5316.658554;1280.65548;7993.955437
Carex dimorpholepis;Carex_dimorpholepis|KOR|NCBI_Na_2916;Praelongae ;69;11.19032343;2;57.5;11.25;5.5;0.75;2.95;0.075;50;2.5;50;5;164;142.3109756;87.06707317;27.87195122;7773.29878;298.5914634;-10.15243902;308.7439024;207.3414634;60.91463415;242.1341463;43.42682927;1716.506098;246.7926829;63.49390244;43.75;648.597561;212.1280488;602.7987805;247.097561;997.6634371;111.7684797;14.01417776;780377.585;571.2737917;1734.903;818.7683675;3216.250786;1656.900643;667.8101152;1549.227742;195258.6809;4236.962891;963.2208215;177.7960123;27552.54871;8736.529515;23733.70773;27326.26036
Carex forficula;Carex_forficula|KOR|NCBI_Na_2984;Praelongae ;61.6;4.476129372;5;65;12.5;3.25;0.375;3.5;0.25;32.5;8.75;35;2.5;181;115.2596685;88.28176796;27.07734807;8258.226519;279.5856354;-43.77900552;323.3646409;198.7127072;27.60773481;221.1381215;10.2320442;1628.375691;230.4530387;61.25966851;42.03867403;618.4475138;205.6187845;590.2983425;230.1767956;1151.237753;124.2590546;25.27176182;941559.4428;714.5551258;2247.695335;941.6662983;2490.005893;2514.106384;718.7752609;2016.634745;129803.5581;3402.960282;490.7266421;140.248496;23611.18195;4688.870534;19814.65494;13208.71301
Carex heterolepis;Carex_heterolepis|KOR|NCBI_Jung_2360;Praelongae ;77.5;5.595161715;4;55;7.5;4.5;0.75;2.75;0.125;27.5;8.75;30;5;111;108.2342342;90.9009009;27.11711712;8413.315315;276.0630631;-53.28828829;329.3513514;198.3693694;15.34234234;216.018018;1.405405405;1610.783784;226.4864865;66;41.33333333;608.5855856;217.0720721;587.2702703;231.7297297;1226.835545;108.7264537;3.831613432;914762.3269;723.8050778;2438.516134;1071.757248;1648.689599;2522.990827;775.6178542;2141.534152;134640.8256;2900.324816;486.0363636;107.0242424;21355.77215;4867.01294;18337.52629;10614.58084
Carex phacota;Carex_phacota|KOR|spm00000344;Praelongae ;75;11.19032343;2;37.5;6.25;4;0.75;2.75;0.125;40;5;37.5;6.25;246;134.0813008;87.43902439;35.87398374;6673.658537;274.5081301;-2.711382114;277.2195122;198.199187;69.03658537;219.1178862;48.77235772;1979;281.4227642;76.29268293;41.97154472;757.9715447;254.0894309;702.800813;291.5203252;1475.854588;182.5656546;405.4656877;7764000.152;1324.144832;4243.26738;5656.939373;2737.115265;3884.786411;1312.16972;4089.327559;342243.5755;10641.56748;1382.387456;267.276738;76812.24817;13186.74299;59468.77241;27712.83836
Carex distachya;Carex_distachya|SPA|spm00000588;Pulcaris Clade;73.04545455;1.01730213;22;30;7.5;0.75;0.125;5;0.5;19;3;19;3;480;138.675;91.15625;35.29166667;5689.29375;280.7041667;27.0875;253.6166667;108.0458333;201.7895833;213.8354167;69.25833333;706.125;101.05;17.225;45.17708333;273.6020833;76.21041667;87.36875;235.5770833;703.0173278;367.9859734;15.13395964;654675.4522;1020.751548;1109.662474;1615.652331;1131.76825;2627.632042;666.3256741;979.7619346;44806.44781;1238.995407;228.2582463;371.6575113;9379.843419;2671.648743;3234.86374;10505.1548
Carex oedipostyla;Carex_oedipostyla|SPA|spm00000587;Pulcaris Clade;68;11.19032343;2;15;5;1.75;0.125;3.75;0.375;11;2;11;2;68;140.5735294;85.75;35.76470588;5308.852941;269.7647059;32.70588235;237.0588235;126.0735294;199.1764706;210.1911765;75.11764706;746.6911765;102.5882353;21.51470588;36.33823529;269.8088235;103.0882353;118.7647059;217.0882353;299.8303336;119.4440299;10.45127305;356773.59;185.4064969;647.5539947;642.4442493;491.8900351;1805.102722;197.8285777;550.7322212;12225.32112;374.4249342;172.2833626;243.6600088;3332.395742;1950.887621;2063.585601;4921.604039
Carex peregrina;Carex_peregrina|MDR|spm00000564;Pulcaris Clade;62;11.19032343;2;21.5;6.75;1;0.25;6.5;0.25;0;0;25;2.5;58;160.6724138;54.56896552;38.75862069;2803.362069;240.2413793;100.8448276;139.3965517;137.5344828;191.7068966;200.637931;128.7413793;1146.103448;150.3275862;38.86206897;39.03448276;416.5172414;135.5;189.0862069;377.1551724;171.592559;229.161827;116.8880823;324640.4456;149.3793103;194.0983061;68.6645493;255.6566848;197.4038113;226.2701149;217.5635209;45608.65578;887.8030853;75.98064126;13.8584392;4966.394434;871.3421053;5587.694192;5558.449183
Carex phyllostachys;Carex_phyllostachys|TUR|spm00005164;Pulcaris Clade;56;22.38064686;1;30;7.5;2.25;0.375;5.5;0.25;NA;NA;NA;NA;10;108.3;101.8;30.7;7737.9;283.3;-42;325.3;108.9;144;206.6;8.9;600.7;91.2;22.6;42.5;237.5;79.6;109.1;147.2;143.9649974;30.07197071;3.172781433;443327.5261;105.9325531;438.5370388;475.2687007;315.1885514;681.9303356;77.7312978;358.6782351;14104.2903;242.5548931;52.78868584;19.69087051;1831.692158;554.711144;896.2207087;1581.317112
Carex pulicaris;Carex_pulicaris|GRB|spm00005180;Pulcaris Clade;59.33333333;7.46021562;3;15;5;0.55;0.175;5;0.25;0;0;17.5;3.75;936;71.76495726;68.67307692;30.8482906;5476.463675;192.5683761;-28.56410256;221.1324786;81.22435897;62.68589744;143.3846154;4.297008547;1054.486111;122.9305556;56.8258547;23.04273504;341.6752137;188.1784188;247.0448718;276.0299145;555.0527172;230.9967503;28.01974039;1346824.076;1097.710828;939.6450843;1762.564249;2471.686508;2600.855245;619.1075278;838.8079483;205671.833;3506.062552;456.9739191;47.18747658;26093.16713;5542.59594;7364.708145;19495.23333
Carex adelostoma;Carex_adelostoma|ASK|spm00001619;Racemosae;106;3.73010781;6;27.5;3.75;2.5;0.25;2.75;0.125;12.5;1.25;NA;NA;647;-2.196290572;74.21483771;24.76970634;7769.853168;155.1313756;-143.6924266;298.8238022;69.04791345;-38.66769706;100.4142195;-98.85625966;819.4497682;103.8562597;40.20247295;30.68160742;281.3106646;133.9829985;235.6506955;191.2210201;748.2446921;157.1627516;7.957718644;3841717.608;401.6344165;3625.151382;4807.724324;2148.454357;4032.011695;246.5928625;2577.696025;214115.4708;2787.005623;489.8707059;71.68794292;22747.50551;6125.787636;5741.385537;18727.67708
Carex albonigra;Carex_albonigra|ASK|spm00001621;Racemosae;53;11.19032343;2;20;5;3.75;0.625;3.25;0.125;14;3;14;3;222;-17.66666667;114.8288288;31.45495495;8734;177.4864865;-190.1306306;367.6171171;35.9954955;-33.55855856;94.90540541;-125.8333333;626.9324324;84.87837838;28.07207207;35.53153153;229.3378378;100.0810811;173.981982;167.8873874;1931.254902;395.9615181;40.80112918;5957968.652;1404.440993;4991.209103;4297.857262;4801.334821;8880.374383;932.2489299;4761.153092;106354.8597;2387.111838;191.2708002;283.8790918;19783.76318;2100.780726;2697.34809;21611.89224
Carex aterrima subsp. aterrima;Carex_aterrima_ssp_aterrima|CZE|spm00007989;Racemosae;53;11.19032343;2;25;7.5;3.5;0.25;3.75;0.125;12;2.5;12;2.5;30;-57.1;108.7333333;21.9;13508.03333;194.8333333;-295.4666667;490.3;97.13333333;-197.6666667;114.9666667;-230.7333333;619.6;100.3333333;20.63333333;54.86666667;271.4666667;68.16666667;267.7;74.8;1641.610345;266.1333333;14.7137931;3713272.24;759.7988506;3578.326437;3668.355172;1498.395402;2546.574713;656.654023;3291.995402;189874.0414;3789.057471;396.2402299;463.154023;30364.94713;3745.454023;31144.76897;3721.406897
Carex aterrima subsp. medwedewii;Carex_aterrima_ssp_medwedewii|TCS|spm00003468;Racemosae;52;22.38064686;1;NA;NA;NA;NA;4.25;0.125;NA;NA;NA;NA;37;12.81081081;107.6216216;34.43243243;6992.189189;176.4324324;-132.7837838;309.2162162;66.05405405;-71.27027027;99.59459459;-77.72972973;843.2702703;125.6486486;33.18918919;42.81081081;336.4594595;113.2702703;275.0540541;118.2162162;832.4354354;49.7972973;3.585585586;327505.9354;847.1966967;987.8963964;499.2852853;1151.108108;1715.924925;958.96997;815.3138138;35204.59159;372.2342342;151.3243243;107.8243243;4317.033033;1661.147147;9848.774775;2300.063063
Carex atrata;Carex_atrata|AUT|spm00007990;Racemosae;53.09090909;1.01730213;22;35;2.5;4;0.5;3.5;0.25;17.5;3.75;17.5;3.75;1047;14.09169054;71.30468004;28.81184336;6165.582617;146.8204394;-100.5377268;247.3581662;40.66571156;9.104106972;95.94842407;-60.71442216;1009.813754;121.2454632;53.17382999;25.53008596;331.2683859;175.2893983;260.565425;252.3744031;984.7449309;355.8487639;26.85844469;2693115.62;986.1053945;2953.512677;3909.195686;2954.760037;3806.531216;603.7220028;2226.689878;249322.2722;4063.173916;695.5701367;148.0275357;32091.79693;7479.941981;15313.35303;20320.26504
Carex atratiformis;Carex_atratiformis|ABT|spm00001751;Racemosae;54;5.595161715;4;45;12.5;3.75;0.625;2.75;0.125;17.5;3.75;17.5;3.75;239;-4.125523013;109.6987448;26.15481172;10580.65272;203.4895397;-214.292887;417.7824268;96.32217573;-75.55230126;126.9958159;-143.7656904;717.6820084;88.85355649;37.21338912;32.40167364;245.2468619;126.0543933;231.9288703;149.2970711;993.3035055;455.9760909;31.92971415;5324221.051;801.6879153;3495.981084;4240.246581;3588.941985;4452.055026;602.1302345;3159.54991;93454.03291;743.9490524;531.7736015;285.0564678;6088.833761;5512.77434;4867.352062;7795.982807
Carex bella;Carex_bella|COL|spm00001721;Racemosae;40;22.38064686;1;40;7.5;4.5;0.75;3.5;0.25;18.5;3.25;18.5;3.25;111;23.75675676;146.7927928;41.9009009;7077.576577;209.0810811;-139.6306306;348.7117117;75.98198198;28.5045045;116.4684685;-62.46846847;678.7747748;87.45045045;31.33333333;30.03603604;229.3783784;114.3873874;202.0900901;158.9369369;1974.331204;159.5475839;26.10827191;1036768.501;1597.947912;2692.944144;1110.534316;5553.908763;4461.943161;1542.542179;2517.033088;18546.32154;598.6497952;112.4242424;244.4168714;3242.110074;1127.130385;2956.064537;2502.495987
Carex buxbaumii;Carex_buxbaumii|ASK|spm00000765;Racemosae;102.6;4.476129372;5;50;12.5;2.75;0.375;3.25;0.375;17.5;3.75;17.5;3.75;1333;35.57089272;90.80195049;26.86946737;8527.413353;209.1020255;-127.6219055;336.723931;101.6144036;-20.65116279;144.2925731;-74.79219805;833.2648162;103.9339835;40.07126782;30.23555889;287.3383346;134.9384846;236.0315079;188.6691673;1584.492906;541.4382244;24.9424079;5166767.292;2115.537631;4862.031111;7018.971777;4761.002855;6155.733326;1432.587009;3423.164744;155147.4351;2685.983627;438.1923645;153.2357616;21057.06938;4917.506724;4617.781289;22491.43476
Carex caucasica;Carex_caucasica|NCS|spm00008001;Racemosae;53;11.19032343;2;47.5;11.25;5.5;1.25;3.5;0.25;22.5;3.75;20;2.5;27;25.92592593;104.2592593;34.18518519;7258.111111;188.3333333;-124.2222222;312.5555556;86.7037037;-47.74074074;115.7037037;-68.88888889;1090.925926;164.3703704;35.62962963;45.14814815;444.7777778;123.4444444;377.962963;167.4814815;1242.225071;213.8148148;35.6951567;5318428.795;1347.538462;3708.871795;6009.871795;632.5242165;7017.19943;866.0626781;3356.179487;777566.6097;18007.31909;374.0883191;135.977208;142724.4103;4560.102564;103450.5755;27335.64387
Carex gmelinii;Carex_gmelinii|ASK|spm00001629;Racemosae;58.4;4.476129372;5;40;10;3;0.5;4.25;0.375;20;5;20;5;165;15.98787879;70.06060606;24.43030303;8039.266667;167.2484848;-128.0727273;295.3212121;77.86060606;-23.47878788;119.2606061;-84.18181818;1068.866667;153.6484848;45.95757576;40.78181818;406.7272727;157.7151515;282.8787879;247.0545455;1546.78034;189.3011826;28.02712491;8345034.428;1023.431781;6041.860532;7863.146194;2127.193865;8477.043755;722.7548411;4981.356984;499086.726;10286.94885;1047.443311;207.2325942;66942.28492;12787.00983;15519.85107;54724.60067
Carex gracilenta;Carex_gracilenta|CHC|spm00005733;Racemosae;52;22.38064686;1;NA;NA;NA;NA;3.5;0.875;NA;NA;NA;NA;40;29.1;121.65;41.575;6035.425;158.85;-131.7;290.55;83.325;-30.45;102.8;-51.075;683.15;147.4;7.225;89.475;383.15;31.375;358.3;56.175;1159.989744;475.874359;45.3275641;1398664.661;1554.335897;2470.061538;1446.202564;1737.917308;3336.1;1378.369231;1401.045513;245330.1821;6059.015385;160.7942308;514.9224359;43997.51538;2179.727564;36161.6;11548.60962
Carex hallii;Carex_hallii|MAN|spm00001754;Racemosae;54;22.38064686;1;20;5;2.75;0.375;2.5;0.25;12.5;3.75;12.5;3.75;34;37.29411765;145.0882353;35.44117647;9211.647059;252.1470588;-160.1176471;412.2647059;116;-40.94117647;154.7941176;-81.08823529;532.5882353;78.02941176;21.61764706;43.61764706;210.9705882;74.97058824;175.6470588;97.70588235;1506.153298;337.5980392;37.58734403;4281794.357;2265.947415;2661.98574;3057.04902;5920.121212;6142.966132;2308.653298;2201.90107;29370.91622;568.1506239;166.2433155;390.728164;4711.9082;2089.605169;1782.720143;8762.819964
Carex hartmanii;Carex_hartmanii|GER|spm00008007;Racemosae;60;11.19032343;2;47.5;16.25;3;0.5;2.5;0.25;25;5;25;5;370;70.62162162;75.01081081;27.23243243;7032.735135;217.5513514;-54.57837838;272.1297297;138.1513514;10.81621622;161.4783784;-18.07027027;671.7621622;79.73783784;36.12162162;25.15945946;223.2486486;117.6378378;206.4432432;140.9594595;335.1409947;187.1109939;20.35775287;1394739.198;356.6653776;1184.634762;1511.262257;1309.781909;1436.302175;184.5212115;920.6833956;19508.23596;348.4812202;86.22636051;46.97992383;2922.620933;914.2641471;3291.065876;1015.356076
Carex holostoma;Carex_holostoma|ASK|spm00001631;Racemosae;57.25;1.865053905;12;20;5;2.25;0.375;2.25;0.125;5.5;1.25;5.5;1.25;186;-58.14516129;77.2688172;20.69892473;10437.3172;137.8763441;-237.7204301;375.5967742;69.43010753;-142.0215054;78.34408602;-185.8655914;404.1236559;59.64516129;19.01612903;41.48387097;153.9086022;61.58602151;146.0913978;77.02688172;2058.049085;173.1597791;12.47102586;9527428.272;621.4819239;7425.402499;8475.377071;755.4356292;8741.156292;390.4106946;6519.349404;23142.49814;273.1707062;98.90244115;236.3159547;1846.818628;953.6601279;2009.11052;2030.188463
Carex infuscata;Carex_infuscata|WHM|spm00008013;Racemosae;54;22.38064686;1;27.5;11.25;2.5;0.5;2.85;0.425;6;1;6;1;33;43.27272727;96.90909091;29.09090909;8209.121212;210.7878788;-125.1818182;335.969697;29.36363636;41.39393939;144.7272727;-66.93939394;617.5151515;123.9393939;10.6969697;63.51515152;321.030303;48.48484848;140.5151515;142.6969697;3091.204545;105.1477273;45.33522727;2419692.547;2102.109848;4744.090909;1696.592803;5521.738636;5168.433712;1993.267045;4983.808712;118935.5701;8036.496212;56.34280303;392.0700758;46835.4053;1009.320076;30118.32008;9231.280303
Carex media;Carex_media|NBR|spm00001772;Racemosae;56;7.46021562;3;32.5;8.75;3;0.5;3;0.25;8.5;1.75;8.5;1.75;752;-13.95212766;90.43617021;23.93617021;9993.222074;179.7486702;-197.606383;377.3550532;96.82446809;-81.0837766;114.5;-141.7885638;582.9135638;82.66356383;26.36835106;39.15026596;219.9521277;87.5412234;205.2087766;115.0026596;1213.228065;344.2968524;10.49658611;8865514.471;706.7529942;6429.501317;9041.153397;1827.037057;6170.476328;395.3422104;5009.985861;52614.19625;763.8933178;174.1211275;261.8082822;5648.820608;1987.377792;2777.17473;6286.167769
Carex melanantha;Carex_melanantha|KGZ|spm00008019;Racemosae;50;11.19032343;2;19;5.5;4.5;0.75;3.25;0.125;15;2.5;17.5;3.75;91;-24.79120879;110.0549451;28.81318681;9338.725275;161.1978022;-219.4175824;380.6153846;14.35164835;-59.25274725;90.03296703;-149.5494505;325.9450549;62.75824176;6.659340659;67.47252747;164.8571429;26.83516484;112.3516484;56.2967033;1340.500366;512.1636142;50.7980464;3254336.801;1366.138217;2625.823687;2249.105983;4716.141636;9242.590965;1254.521123;2602.628083;36741.60806;1338.874237;52.204884;811.985348;9406.857143;652.9614164;7596.586081;4015.655433
Carex melanocephala;Carex_melanocephala|ALT|spm00008022;Racemosae;52;22.38064686;1;15;2.5;3;0.5;3;0.75;7.5;1.25;9;0.5;9;-66.66666667;123.6666667;25.33333333;13035.77778;168;-312.3333333;480.3333333;93.77777778;-226.2222222;93.77777778;-240.4444444;418.1111111;87.66666667;8.555555556;79;222;29.88888889;222;31.44444444;159.9611082;33.41330078;3.525312703;492586.1401;117.7028368;487.2633764;528.0763341;350.2095015;757.7003729;86.36810866;398.5313723;15671.43366;269.5054368;58.65409537;21.87874501;2035.213509;616.3457156;995.8007874;1757.019014
Carex norvegica;Carex_norvegica|ORE|spm00001616;Racemosae;57.33333333;1.865053905;12;20;7.5;2.5;0.25;2.25;0.125;7;1.5;7;1.5;1002;-2.581836327;74.68363273;26.84730539;7241.777445;146.4720559;-136.0449102;282.5169661;50.36526946;-28.00399202;92.38922156;-91.89421158;832.5828343;101.997006;42.59281437;28.37824351;276.8073852;140.5209581;224.5299401;204.1487026;996.2535359;486.6700415;25.64199573;6916483.662;1124.633084;5494.054924;8631.392819;2835.968343;6340.677307;542.3338697;3937.601185;167374.1395;2197.863128;483.9579104;127.4442015;17471.47835;5265.338721;5601.428174;16896.16468
Carex obscura;Carex_obscura|CHT|spm00003376;Racemosae;56;22.38064686;1;47.5;16.25;3.5;0.75;2.25;0.125;19;0.5;12.5;1.25;25;63.04;121.12;42.68;5758.88;188.92;-92.32;281.24;127.04;-3.8;132.68;-14.08;734.32;167.04;6;90.84;429.88;29.28;407.84;39.64;3137.04;378.6933333;26.72666667;714008.36;3074.243333;4904.56;1122.273333;2442.456667;3764.25;3038.56;3255.66;100418.4767;5816.956667;30.5;313.3066667;35125.36;767.6266667;30112.05667;2340.24
Carex orestera;Carex_orestera|CAL|spm00008033;Racemosae;52;22.38064686;1;21.25;8.875;2.4;0.55;3;0.3;8;2;13.5;3.25;17;8.235294118;118.2352941;42;5536.705882;167.7058824;-109.5294118;277.2352941;-43.29411765;66.88235294;83.94117647;-53.05882353;686.9411765;111.2941176;18.47058824;58.05882353;300.5294118;67.35294118;79.82352941;289.7058824;84.68529259;17.68939453;1.866342019;260780.8977;62.31326653;257.962964;279.5698239;185.4050302;401.1354915;45.72429282;210.9871971;8296.641352;142.6793489;31.05216814;11.582865;1077.465975;326.300673;527.1886521;930.1865366
Carex parryana;Carex_parryana|ASK|spm00001634;Racemosae;54;22.38064686;1;22.5;6.25;3;0.5;2.25;0.125;12.5;3.75;12.5;3.75;101;21.96039604;132.4356436;31.66336634;9819.732673;237.2178218;-181.2277228;418.4455446;97.73267327;-42.68316832;144.6930693;-106.5445545;432.8712871;63.74257426;18.13861386;41.4950495;170.5445545;63.57425743;153.980198;81.79207921;1466.678416;357.8883168;35.08554455;4075204.238;1834.652079;3352.857624;2683.529505;6705.017822;7511.038614;1464.214851;3045.010495;20338.03327;380.5530693;78.14059406;218.0524752;2970.290495;901.6469307;2960.779604;2468.646337
Carex parviflora;Carex_parviflora|FRA_|spm00008036;Racemosae;54;4.476129372;5;15;2.5;3;0.5;3.25;0.375;6.5;0.75;6.5;0.75;251;35.14741036;76.97211155;31.50996016;5797.123506;165.6414343;-74.80876494;240.4501992;58.30278884;30.58167331;109.752988;-36.83665339;1226.693227;135.8366534;74.28685259;19.41832669;381.8964143;246.2430279;335.8884462;282.4103586;1186.638183;143.4832191;12.1709004;517840.5247;1751.126916;1252.411283;730.88851;3824.675952;5788.940303;1270.946741;1194.649211;90898.62951;909.9372112;585.5173865;73.71630279;7862.989227;5975.736701;10776.23551;8813.402932
Carex raynoldsii;Carex_raynoldsii|CAL|spm00001184;Racemosae;58;22.38064686;1;47.5;13.75;5;1;4;0.25;15;2.5;15;2.5;172;22.91860465;136.3953488;37.98837209;7417.406977;221.1569767;-133.1453488;354.3023256;-12.69767442;62.4127907;120.0581395;-67.8372093;694.3081395;93.63372093;28.43604651;30.75581395;259.005814;102.1511628;122.994186;231.0348837;724.0518156;461.3281654;14.5378757;810794.5352;1175.44305;1583.341323;1808.001632;3646.656603;6207.717496;735.505372;997.6809466;167176.4834;5306.034646;114.504658;308.0803754;43699.12862;1330.784034;2023.795288;40000.61866
Carex fulvorubescens;Carex_fulvorubescens|JAP|spm00006431;Radicales;33;11.19032343;2;22.5;6.25;3.25;0.875;6;1;55;22.5;65;27.5;11;139.8181818;70.90909091;43.54545455;3284.181818;211.1818182;50.36363636;160.8181818;173;106.3636364;176.5454545;94.54545455;2983.363636;470.5454545;75.90909091;55.45454545;1310.818182;258.3636364;1175.454545;382.8181818;130.8772704;27.33815519;2.884346757;403025.0238;96.302321;398.6700352;432.0624551;286.5350467;619.9366687;70.66481618;326.0711228;12822.08209;220.5044483;47.9897144;17.90079137;1665.174689;504.2828582;814.7460988;1437.561011
Carex speciosa subsp. speciosa;Carex_speciosa_ssp_speciosa|EHM|spm00005853;Radicales;44;11.19032343;2;22.5;3.75;7;1.5;4.5;0.25;25;7.5;25;7.5;11;230.6363636;109.8181818;53.72727273;2185.909091;324.3636364;119;205.3636364;238.0909091;205;254.3636364;198.6363636;1390.272727;275.3636364;11.45454545;77.09090909;693.8181818;52.18181818;475.0909091;101.6363636;130.8772704;27.33815519;2.884346757;403025.0238;96.302321;398.6700352;432.0624551;286.5350467;619.9366687;70.66481618;326.0711228;12822.08209;220.5044483;47.9897144;17.90079137;1665.174689;504.2828582;814.7460988;1437.561011
Carex boottiana Hook. & Arn.;Carex_boottiana|JAP|NCBI_Waterway_3657;Rhomboidales;62;22.38064686;1;55;12.5;7.5;1.25;5.5;0.25;45;7.5;45;7.5;5;180;73.8;31.8;6133.4;305.8;58;247.8;240.4;112.6;257.8;101.2;1913.8;289;79;45.8;774;262.4;665.8;291.2;287.9299948;60.14394141;6.345562865;886655.0523;211.8651062;877.0740775;950.5374013;630.3771028;1363.860671;155.4625956;717.3564701;28208.5806;485.1097862;105.5773717;39.38174101;3663.384316;1109.422288;1792.441417;3162.634224
Carex brevicollis;Carex_brevicollis|TCS|spm00003478;Rhomboidales;56;22.38064686;1;40;10;4;0.5;6;0.5;20;2.5;20;2.5;130;83.96923077;95.60769231;36.78461538;5712.615385;228.0692308;-29.98461538;258.0538462;70.20769231;111.8307692;158.2384615;12.73846154;921.5923077;107.3923077;49.53076923;21.99230769;289.8538462;175.6076923;198.0923077;235.0307692;733.0067979;86.81389386;11.56565295;852134.8122;670.3750149;1312.449374;908.2528921;1612.336374;6370.110674;674.8651759;1089.589982;32150.46041;351.8371497;208.2819917;97.03094812;2657.676148;2367.527072;2145.185212;5332.49517
Carex insaniae var. insaniae;Carex_insaniae_var_insaniae|JAP|spm00005753;Rhomboidales;59.33333333;7.46021562;3;17.5;6.25;11.5;1.75;5.5;0.25;13;3.5;20;5;53;103.3207547;81.71698113;24.24528302;8828.226415;278.1886792;-52.01886792;330.2075472;156.3773585;53.88679245;216.6981132;-7.735849057;1685.641509;207.5849057;91.05660377;26.62264151;559.4716981;294.7358491;523.1509434;411.3018868;647.6066763;59.01451379;3.419448476;254409.4478;624.6944848;1101.211176;311.2445573;6360.316401;2879.602322;535.7532656;922.6596517;129593.0421;2470.24746;476.0544267;43.66255443;15754.79245;4990.851959;9562.822932;23797.94557
