species;original.name;section;mean;weighted_squaredSEM;Ncyt;Culm.length.mp;Culm.length.1.4;Leaf.width.mp;Leaf.width.1.4;Utricle.length.mp;Utricle.length.1.4;LI.length.mp;LI.length.1.4;TI.length.mp;TI.length.1.4;Samples_bioclim;bio1_Mean;bio2_Mean;bio3_Mean;bio4_Mean;bio5_Mean;bio6_Mean;bio7_Mean;bio8_Mean;bio9_Mean;bio10_Mean;bio11_Mean;bio12_Mean;bio13_Mean;bio14_Mean;bio15_Mean;bio16_Mean;bio17_Mean;bio18_Mean;bio19_Mean;squaredSEM_bioclim1;squaredSEM_bioclim2;squaredSEM_bioclim3;squaredSEM_bioclim4;squaredSEM_bioclim5;squaredSEM_bioclim6;squaredSEM_bioclim7;squaredSEM_bioclim8;squaredSEM_bioclim9;squaredSEM_bioclim10;squaredSEM_bioclim11;squaredSEM_bioclim12;squaredSEM_bioclim13;squaredSEM_bioclim14;squaredSEM_bioclim15;squaredSEM_bioclim16;squaredSEM_bioclim17;squaredSEM_bioclim18;squaredSEM_bioclim19
Carex acaulis;Carex_acaulis|CLS|spm00000518;Flacca Clade;50;22.38064686;1;2.5;0.25;4;1;2.5;0.25;11;1.5;6.75;2.625;6;86.16666667;114;47.33333333;4537.833333;214.8333333;-23.5;238.3333333;110.8333333;65.66666667;143.3333333;27.5;605.1666667;90.5;23.5;48.5;250.6666667;78.66666667;180.8333333;144.8333333;239.9416623;50.11995118;5.287969054;738879.2102;176.5542552;730.8950646;792.1145011;525.3142523;1136.550559;129.552163;597.7970584;23507.1505;404.2581551;87.98114306;32.81811751;3052.820263;924.5185734;1493.701181;2635.52852
Carex asturica;Carex_asturica|SPA|spm00004385;Flacca Clade;46;7.46021562;3;35;7.5;4.5;0.25;3.75;0.125;15;2.5;17.5;1.25;92;82.64130435;97.72826087;39.27173913;5152.847826;226.9130435;-20.45652174;247.3695652;54.14130435;149.8478261;151.6847826;21.17391304;968.0326087;121.6521739;38.76086957;29.91304348;334.7934783;142.6956522;146.4130435;304.9347826;470.8699236;94.02424749;12.20007167;515374.3282;713.8824654;580.2728141;899.3784042;928.9138796;736.306259;537.1852604;532.4309603;87037.50442;2048.822742;147.0191113;122.0143335;16639.48435;1399.115146;1245.431916;18620.699
Carex austroalpina;Carex_austroalpina|SPA|spm00000535;Flacca Clade;39.5;5.595161715;4;65;12.5;1.5;0.25;3.25;0.125;17.5;3.75;24;3;62;57.37096774;80.11290323;31.16129032;6000.032258;193.9193548;-57.88709677;251.8064516;55.75806452;86.5;134.3548387;-18.0483871;1124.564516;117.7741935;64.48387097;18.03225806;334.983871;225.016129;275.3709677;262.3870968;1360.82734;157.0526177;6.039132734;254712.1957;2153.157324;949.2821259;692.0930724;4783.071655;4639.204918;1593.642517;1048.735325;75425.98757;544.1776838;602.8439979;97.80222105;4248.507932;6071.983342;4807.581438;10102.47065
Carex brachystachys;Carex_brachystachys|SPA|NCBI_HeRB_1939;Flacca Clade;40;7.46021562;3;22.5;6.25;0.65;0.175;3.85;0.425;14;3.5;11.5;1.25;262;73.76335878;86.65648855;33.49236641;6050.362595;212.0458015;-43.7480916;255.7938931;96.24045802;45.09923664;150.3549618;-4.393129771;1006.858779;114.0916031;60.29007634;19.91984733;322.3015267;200.0496183;296.4045802;224.9541985;790.1813343;72.67081981;6.365841888;445764.983;824.3963616;1329.783042;684.4860928;3343.570311;4549.698927;654.0459331;1090.523018;63049.69262;1119.286596;266.4979088;85.75217162;9537.376166;2972.9209;11879.82802;4709.078354
Carex caudata;Carex_caudata|SPA|spm00000529;Flacca Clade;24;22.38064686;1;60;15;1.65;0.425;5.05;0.525;22.5;3.75;33;5.5;41;98.43902439;88.90243902;38.97560976;4775.731707;226.6585366;2.097560976;224.5609756;64.80487805;160.1707317;162.097561;40.7804878;1011.609756;121.0731707;49.70731707;23.46341463;329.6829268;181.5121951;189.4390244;291.7317073;468.352439;106.3402439;1.824390244;114375.0512;233.5304878;673.7402439;425.902439;780.4609756;334.895122;375.2402439;552.0756098;19769.7439;207.3695122;74.66219512;17.75487805;1724.771951;899.5560976;820.152439;2725.50122
Carex depauperata;Carex_depauperata|YUG|spm00000574;Flacca Clade;50;4.476129372;5;65;17.5;3;0.5;8;0.5;15;2.5;27.5;3.75;29;101.1724138;82.86206897;33.51724138;5865.551724;236.2068966;-10.06896552;246.2758621;84.06896552;110.1724138;176.9655172;27.51724138;746.6896552;86.03448276;43.65517241;20.55172414;234.5862069;146.1724138;173.4827586;202.137931;242.6477833;144.4802956;10.75862069;1529452.97;1161.027094;472.9950739;2135.135468;2722.995074;4155.933498;646.3916256;350.8300493;29957.86453;352.4630542;219.0197044;81.47044335;2590.751232;1934.433498;2748.044335;3342.051724
Carex ferruginea;Carex_ferruginea|SWI|spm00000531;Flacca Clade;48.83333333;3.73010781;6;40;15;2;0.5;3.5;0.25;20;5;21;4.5;209;46.63636364;83.56937799;31.26794258;6350.354067;186.0382775;-77.26794258;263.3062201;85.80861244;21.43062201;126.7990431;-34.98086124;1186.703349;136.923445;68.84210526;22.784689;390.2966507;228.7368421;362.6889952;255.2727273;1126.078671;141.9482886;6.552861612;769500.6048;1755.036989;1265.072092;1188.348086;4412.059349;6228.400212;1295.65173;1159.018863;68994.41158;808.0614188;489.1816802;85.54476445;7021.180806;4574.867915;10884.51339;7319.699301
Carex fimbriata;Carex_fimbriata|SWI|spm00000552;Flacca Clade;42;22.38064686;1;27.5;8.75;3.25;0.375;3.5;0.25;17.5;3.75;20;2.5;25;31.2;70.28;29.24;5728.56;158.64;-75.4;234.04;2.88;84.88;105.36;-38.64;1385.92;137.88;89.8;12.52;388.36;302.16;311.52;353.84;1539.333333;137.5433333;6.356666667;50442.67333;2300.573333;1120.666667;355.6233333;3562.443333;3400.443333;1705.323333;1269.156667;114247.66;754.9433333;999.8333333;38.09333333;6010.656667;7372.64;8392.51;9735.473333
Carex firma;Carex_firma|ITA|spm00000520;Flacca Clade;38.85714286;3.197235266;7;12.5;3.75;2;0.5;3.75;0.125;7.5;1.25;7.5;1.25;123;43.27642276;83.90243902;31.12195122;6402.276423;182.8211382;-81.59349593;264.4146341;103.0487805;-8.837398374;123.7886179;-39.49593496;1186.121951;144.5203252;66.04878049;26.96747967;412.3333333;216.9674797;400.601626;233.4390244;591.2180461;109.3838465;2.698120752;256055.2836;1082.50873;444.3252033;573.5889644;3171.718912;3247.055311;766.7746235;450.0061309;36985.87845;410.4319605;265.1123551;66.65467146;3481.125683;2823.228442;5137.20885;5322.608956
Carex flacca subsp. erythrostachys;Carex_flacca_ssp_erythrostachys|BAL|spm00000524;Flacca Clade;90;5.595161715;4;35;7.5;4.5;0.75;3.5;0.25;21;4.5;27.5;6.25;84;138.2619048;86.13095238;33.85714286;5749.714286;277.3452381;28.51190476;248.8333333;111.5238095;198.6428571;214.0595238;68.82142857;749.2142857;114.1190476;17.11904762;48.23809524;306.4047619;73.23809524;87.96428571;259.1428571;835.0631096;350.4766208;14.19621343;397209.3632;989.9155192;1263.096242;1227.682731;1206.348824;3367.654045;729.5265347;1156.630379;45780.70052;1891.985657;227.2627653;438.8582903;14631.64142;2578.255881;2951.890275;15733.44923
Carex flacca subsp. flacca;Carex_flacca_ssp_flacca|GRB|NCBI_Hill_1959;Flacca Clade;70;0.973071603;23;35;7.5;4.5;0.75;2.5;0.25;21;4.5;27.5;6.25;457;105.4901532;89.40919037;35.21006565;5814.122538;243.8140044;-7.301969365;251.1159737;108.619256;115.1531729;180.0678337;31.28665208;816.8905908;94.12910284;44.83369803;21.72210066;259.4376368;155.249453;192.678337;210.6717724;614.4653634;127.6370206;11.37682829;538566.8797;805.5903298;889.1322987;772.8439767;2816.569628;5897.739645;586.2081078;906.9242293;34049.40906;564.8802257;244.7091251;117.4379535;4482.724721;2227.007812;4826.429201;4703.25168
Carex grioletii;Carex_grioletii|SPA|spm00000585;Flacca Clade;48;11.19032343;2;52.5;11.25;3.75;0.875;2;0.25;10;2.5;37.5;11.25;4;117.5;85;29.75;7120.25;265.5;-22;287.5;121.5;130.75;207.25;25.75;1236;150.75;68.5;22.75;411;233;260.25;345;359.9124935;75.17992676;7.931953581;1108318.815;264.8313827;1096.342597;1188.171752;787.9713785;1704.825839;194.3282445;896.6955877;35260.72575;606.3872327;131.9717146;49.22717627;4579.230395;1386.77786;2240.551772;3953.292781
Carex hispida;Carex_hispida|KRI|spm00000549;Flacca Clade;39.33333333;7.46021562;3;72.5;13.75;6;1;4.5;0.25;80;20;65;17.5;118;150.7372881;90.54237288;35.61864407;5621.855932;289.059322;40.07627119;248.9830508;125.8813559;199.5508475;224.5677966;82.01694915;596.7118644;93.87288136;10.41525424;56.73728814;256.5847458;45.22881356;63.98305085;224.1779661;1240.383384;391.9255396;24.03281182;434661.4577;1474.05628;1508.224902;1140.444155;955.3533246;6152.642692;966.162031;1663.418514;21965.93336;1289.017891;203.749167;694.297914;7966.877372;2070.348906;4486.580907;8418.403955
Carex sempervirens subsp. sempervirens;Carex_sempervirens_ssp_sempervirens|SWI|spm00000540;Flacca Clade;32;7.46021562;3;25;7.5;2;0.5;5.25;0.625;15;2.5;12.5;1.25;150;68.73333333;84.16;34.15333333;5561.146667;204.3666667;-38.17333333;242.54;39.22;125.3466667;141.5133333;0.293333333;1121.993333;120.2533333;66.44;16.53333333;332.4533333;231.0466667;237.88;294.9533333;1173.659955;182.7393289;20.65418345;339648.3408;1429.079418;1354.520089;529.6191946;1940.911007;2707.181029;1102.667606;1296.812707;58889.45633;458.7676063;499.9393289;40.3310962;3475.60519;4273.574989;4199.247248;5614.621969
Carex frigida;Carex_frigida|SPA|spm00000521;Frigidae;56.77777778;2.48673854;9;35;7.5;3;0.5;5.5;0.25;25;5;16;2;227;39.25110132;77.48898678;31.54185022;5747.625551;170.6696035;-69.88105727;240.5506608;53.09251101;49.08370044;113.7973568;-31.43612335;1240.38326;136.722467;74.030837;19.26431718;383.3127753;248.0837004;324.3303965;288.9118943;1116.241979;185.6846127;13.53253284;261212.5008;1633.832833;1208.016763;581.0538381;3154.871935;6645.838096;1198.003002;1139.485946;68031.87459;596.0863514;615.9946201;81.6997388;5240.720323;5574.661105;11107.46115;7232.009902
Carex stenantha var. taisetsuensis;Carex_stenantha_var_taisetsuensis|SAK|spm00006798;Frigidae;51;11.19032343;2;17.5;6.25;5;1;5.5;0.25;11;2;8.5;0.75;18;-1.388888889;73.72222222;22;9040.444444;163.2222222;-168.6666667;331.8888889;104.1111111;-90.38888889;113.0555556;-116.2222222;1301.722222;166.9444444;60.44444444;30.83333333;456.8333333;214.3333333;445.4444444;225.9444444;79.98055411;16.70665039;1.762656351;246293.0701;58.85141839;243.6316882;264.038167;175.1047508;378.8501864;43.18405433;199.2656861;7835.716832;134.7527184;29.32704769;10.9393725;1017.606754;308.1728578;497.9003937;878.5095068
Carex fuliginosa;Carex_fuliginosa_ssp_misandra|ASK|spm00001627;Fuliginosa Clade;40;1.398790429;16;20;5;3.5;0.75;4.75;0.375;15;2.5;15;2.5;835;-82.2;74.58562874;20.01556886;10746.0491;117.0167665;-258.7017964;375.7185629;42.93532934;-161.7221557;59.61796407;-210.7293413;415.5652695;58.59640719;19.51257485;43.96167665;156.1664671;65.08982036;144.7257485;82.38203593;3365.673381;465.4228148;33.80671176;11414397.48;1639.46015;9547.684349;9998.81878;1656.914278;13861.49825;857.5936817;8666.451836;93535.56738;1174.749388;337.8136906;356.305484;9395.117339;3657.273697;9378.813185;5492.442603
Carex stenocarpa;Carex_stenocarpa|CHC|spm00003385;Fuliginosa Clade;39.75;5.595161715;4;37.5;8.75;3.5;0.75;4.5;0.75;13;0.5;11;0.5;90;-24.01111111;110.0333333;27.77777778;10104.77778;171.4333333;-225.8;397.2333333;46.81111111;-109.4888889;100.5222222;-158.8888889;404.6;77.57777778;7.866666667;64.71111111;200.5111111;31.45555556;179.6666667;48.25555556;1697.943695;399.1337079;42.24219725;5604100.804;1327.776404;4314.948315;4582.765169;5489.952684;7367.825718;1246.836579;4064.549313;64939.36629;2584.179276;62.34157303;454.1627965;16463.0392;864.3406991;18371.61798;2704.911486
Carex tristis;Carex_tristis|IRN|spm00000599;Fuliginosa Clade;56;11.19032343;2;30;5;2.25;0.125;6;0.5;14;3;13.5;1.75;42;13.92857143;107.047619;33.76190476;7358.309524;181.9285714;-136.0952381;318.0238095;72.02380952;-65.11904762;105.452381;-81.33333333;815.6190476;121.3095238;30.88095238;43.47619048;327.0238095;105.2142857;266.2142857;119.9047619;1418.702091;43.85133566;14.23461092;3942071.097;944.3118467;2982.039489;2710.511614;1925.487224;4653.717189;1112.302555;2902.178862;34853.9489;525.3896632;123.6684088;74.98722416;4978.267712;1353.245645;9660.026132;2409.210221
Carex gibba;Carex_gibba|CHH|spm00005244;Gibbae;34.66666667;7.46021562;3;40;10;3.5;0.25;3.35;0.075;8.5;1.75;8.5;1.75;185;142.7621622;86.51351351;27.61621622;7696.378378;297.5567568;-9.464864865;307.0216216;213.8108108;55.48648649;241.827027;44.75135135;1742.167568;251.8864865;59.32972973;45.15675676;664.9675676;202.6648649;617.6324324;223.5945946;459.1387779;138.7946533;5.161692127;467986.0952;277.1502938;975.5327262;776.0212691;1791.219448;1052.479436;275.4699177;739.3291422;190432.0316;4697.449001;713.20047;101.7089894;29950.93373;6864.180552;24313.3859;19099.38367
Carex arcta;Carex_arcta|ASK|spm00000710;Glareosae;60;5.595161715;4;47.5;16.25;3;0.5;2.5;0.25;7.5;1.25;7.5;1.25;265;41.78490566;110.4830189;30.81132075;9048.641509;234.0754717;-138.8490566;372.9245283;86.50188679;2.260377358;154.445283;-77.43773585;964.1245283;139.6264151;31.43018868;43.07924528;392.7735849;113.7811321;205.5886792;288.3735849;1981.646741;318.7127787;57.98699257;9644300.39;1055.198828;9806.189251;9896.986707;5892.955489;16539.28422;677.5585477;7062.368268;249557.5488;7340.893997;391.7460549;299.2096055;58104.28188;3805.717067;8008.182447;69463.84854
Carex arctiformis;Carex_arctiformis|BRC|spm00001851;Glareosae;56;22.38064686;1;35;7.5;3;0.5;2.75;0.125;8;1;8;1;14;72.78571429;75;35.35714286;4723.928571;192.0714286;-17.92857143;210;28.21428571;122.6428571;135.2857143;16.35714286;1667.357143;255.0714286;50.42857143;50.71428571;711.8571429;173.3571429;211.4285714;630.7142857;102.832141;21.47997908;2.266272452;316662.5187;75.66610936;313.240742;339.4776433;225.1346796;487.0930969;55.52235557;256.1987393;10074.49307;173.2534951;37.70620417;14.06490751;1308.351541;396.2222457;640.157649;1129.512223
Carex bonanzensis;Carex_bonanzensis|ASK|spm00001820;Glareosae;55;11.19032343;2;35;7.5;2.5;0.25;1.75;0.125;9.5;2.25;9.5;2.25;54;-64.90740741;105.6666667;19.88888889;14951.48148;201.8518519;-317.2777778;519.1296296;115.7592593;-154.9074074;124.2962963;-253.9444444;318.4814815;53.96296296;11.2037037;51.38888889;140.2407407;39.11111111;136.2222222;52.33333333;1322.085604;230.5283019;9.308176101;3399939.877;568.3927324;2263.827044;2227.69986;623.1673655;3584.576171;421.0803634;2772.166667;10978.25437;265.2816212;26.80677848;162.0534591;2067.167365;259.4213836;1973.798742;368.6792453
Carex brunnescens subsp. brunnescens;Carex_brunnescens_ssp_brunnescens|FIN|spm00005972;Glareosae;56;1.492043124;15;52.5;18.75;2;0.25;2.25;0.125;5;1;5;1;779;13.50834403;79.70474968;24.39794608;8402.24647;182.1245186;-141.3774069;323.5019255;92.23876765;-38.14890886;122.9884467;-92.9987163;792.4146341;99.85750963;39.37869063;30.84595635;274.4557125;129.8806162;234.3799743;174.7560976;875.2631051;249.5091162;6.471255416;3865799.577;954.2094109;3692.433216;5141.116642;2435.503328;3967.54335;653.1888124;2506.597685;187049.7366;2527.654478;486.7368718;74.11248684;20630.62368;5742.382901;5495.266745;17139.53684
Carex brunnescens subsp. sphaerostachya;Carex_brunnescens_ssp_sphaerostachya|ONT|spm00005986;Glareosae;56;22.38064686;1;52.5;18.75;1.25;0.125;2.25;0.125;5;1;5;1;311;37.97749196;109.6012862;26.17363344;10361.27974;239.2893891;-173.7170418;413.0064309;122.1768489;-46.65273312;164.9903537;-101.9517685;928.1446945;108.9453376;48.45659164;29.94855305;310.681672;160.0032154;283.7009646;185.7813505;688.2414272;284.6792241;10.54394772;2703261.183;733.212758;2910.661612;3579.838668;5837.249269;8223.040307;543.8482937;1959.962182;72231.38867;419.0840992;804.8618193;310.6554092;3702.353179;7229.680635;1539.152225;12305.04881
Carex canescens subsp. canescens;Carex_canescens_ssp_canescens|FIN|spm00005994;Glareosae;57.23076923;0.86079411;26;37.5;11.25;3;0.5;2.4;0.3;7.5;2.25;7.5;2.25;663;20.00603318;91.77526395;25.47963801;9825.159879;211.4766214;-161.0739065;372.5505279;114.5022624;-55.32880845;143.8371041;-107.1870287;742.3378582;98.38914027;34.74358974;35.11764706;268.6576169;116.9607843;236.0467572;156.3182504;2983.824737;408.5491153;49.78168446;11229303.1;934.0987729;11265.5187;11659.81882;3692.334965;10060.26937;889.0247844;8754.134152;138238.1999;2422.893658;501.7347587;322.4181624;18980.76628;5239.880635;10051.04766;16276.72787
Carex canescens subsp. disjuncta;Carex_canescens_ssp_disjuncta|NFL|spm00001496;Glareosae;54;22.38064686;1;60;15;3;0.5;2.4;0.3;7.5;2.25;7.5;2.25;219;64.82648402;106.6027397;27.52968037;9553.018265;255.7853881;-127.0639269;382.8493151;122.4703196;-7.881278539;183.7031963;-62.70319635;1014.671233;108.4474886;61.30593607;19.20547945;306.6347032;200.6575342;283.6986301;223.8447489;1506.923883;236.1029282;14.35117926;2181733.88;1038.591345;3826.619748;2715.954254;7584.525491;8990.995015;918.1729714;3092.328935;46309.83637;319.0465418;552.7454233;158.8062084;2625.920992;4945.57484;1816.44087;7086.241842
Carex furva;Carex_furva|SPA|spm00006018;Glareosae;60.5;11.19032343;2;53.5;16.25;1.47;0.415;2.405;0.1275;4.55;0.775;4.55;0.775;37;81.48648649;105.8918919;37.35135135;5918.621622;248.7027027;-31.10810811;279.8108108;32.86486486;162.0540541;162.3783784;13.16216216;918.3513514;114.2162162;29.08108108;36.21621622;319.7027027;112.5405405;115.7027027;297.2702703;890.3123123;176.8213213;3.123123123;391851.9084;1411.992492;818.2102102;1146.268769;1173.509009;1007.274775;1019.130631;789.3063063;95570.06757;2108.063063;266.1876877;84.11861862;15431.54805;2794.088589;2915.27027;16119.59159
Carex glareosa subsp. glareosa;Carex_glareosa_ssp_glareosa|MAN|spm00001756;Glareosae;65.4;2.238064686;10;25;7.5;5;1.5;2.5;0.5;8.5;0.75;8.5;0.75;104;-27.625;76.95192308;21.41346154;10111.98077;158.8942308;-206.6153846;365.5096154;78.76923077;-113.25;101.6730769;-154.1442308;635.6057692;85.07692308;31.01923077;38.93269231;228.7115385;103.7788462;185.75;133.2307692;4454.722087;153.2306759;22.18661314;8271665.165;1930.212005;10466.74384;7270.815441;2747.130695;14776.03398;1676.299851;9430.823656;287986.1246;5619.275579;800.504481;323.0342606;35624.84802;9496.659354;10945.97573;21896.33458
Carex heleonastes;Carex_heleonastes|ABT|spm00001954;Glareosae;57.6;4.476129372;5;25;5;1.5;0.25;3;0.25;5.5;0.75;5.5;0.75;547;2.833638026;85.77513711;24.29798903;9182.720293;185.4954296;-166.8171846;352.3126143;108.321755;-68.73126143;122.0018282;-114.7202925;617.0767824;82.58135283;30.44606947;34.37111517;225.7513711;98.31627057;218.3784278;118.0621572;1163.300112;133.8266335;11.94950144;4305190.923;509.8877996;4461.413404;4755.687808;1177.874306;4034.599808;429.6611688;3257.432609;38293.85124;364.2291755;195.7896686;81.44993337;3227.209133;2148.806383;2687.451768;3498.219573
Carex illota;Carex_illota|CAL|spm00000961;Glareosae;64;22.38064686;1;26.5;5.75;2;0.25;2.9;0.15;5.5;0.5;5.5;0.5;151;13.20529801;120.7417219;37.51655629;6770.596026;191.4834437;-125.8211921;317.3046358;-20.38410596;57.54966887;102.6754967;-67.30463576;1017.364238;147.5033113;33.56291391;39.39735099;414.9271523;123.5099338;148.2582781;376.2516556;599.6842384;590.4995143;18.49139073;1105516.736;864.2913907;2015.627815;2445.893245;3409.838146;4448.729183;461.6473289;1189.853245;347736.4198;10646.75832;162.4743488;376.2410596;90346.17466;2025.544901;3042.299514;80396.14958
Carex lachenalii subsp. lachenalii;Carex_lachenalii_ssp_lachenalii|ASK|spm00001640;Glareosae;61.66666667;1.865053905;12;25;7.5;1.5;0.25;2.75;0.375;42;19;10;1;124;-91.67741935;83.75806452;18.47580645;12933.8629;146.7096774;-302.4354839;449.1451613;69.5483871;-198.7822581;78.36290323;-246.5322581;438.266129;65.5;17.66935484;43.41935484;176.6451613;59.66129032;166.9354839;74.92741935;1929.30973;295.6808287;12.62542617;8169308.672;1081.849987;6619.044584;8475.913716;609.5992657;10457.86277;547.6802387;5541.031471;54069.67657;1177.162602;171.5727118;211.3023866;8427.222659;2066.61605;7403.003934;3333.872738
Carex laeviculmis;Carex_laeviculmis|CAL|spm00001397;Glareosae;56;22.38064686;1;40;13;1.6;0.35;3;0.35;7.65;1.075;9.6;1.7;220;54.60454545;101.95;36.33181818;6031.790909;211.2954545;-64.14545455;275.4409091;10.58181818;111.4772727;133.7545455;-18.61818182;1485.290909;228.8363636;42.77272727;49.34545455;630.9863636;158.4045455;193.0545455;550.6818182;927.6830843;975.5819635;39.11770444;2465926.668;1756.437422;2892.344043;4549.991926;1816.582316;2972.177563;571.2180158;2156.438024;521703.7141;13110.44799;1010.422997;249.5513491;96643.29205;10285.65751;18248.38057;78824.62889
Carex lapponica;Carex_lapponica|ASK|spm00001641;Glareosae;56;3.73010781;6;27.5;6.25;1.5;0.25;1.95;0.075;5;1;5;1;349;-2.59025788;87.0487106;23.29799427;9779.303725;188.7621777;-180.9570201;369.7191977;106.9856734;-74.83667622;125.1633238;-126.2922636;555.2550143;76.20916905;27.49856734;35.61031519;203.0888252;88.79369628;190.965616;107.4383954;1522.960939;193.90854;7.278760333;4997305.787;997.3254619;4369.690676;4857.892188;1133.870484;3953.855433;731.0220993;3719.862612;54110.51811;595.7061226;256.601291;152.8419623;4543.701858;2695.87111;2493.021803;4319.517027
Carex loliacea;Carex_loliacea|ASK|spm00001650;Glareosae;54;7.46021562;3;27.5;6.25;1.5;0.25;3;0.25;4;0.5;4;0.5;780;11.90769231;84.02692308;23.76025641;9295.775641;194.9512821;-156.5948718;351.5461538;118.6269231;-60.94230769;132.3846154;-106.8858974;605.425641;83.27051282;27.88461538;35.69358974;223.8948718;91.52435897;212.5833333;115.1846154;1178.058221;192.3599931;6.51112702;5474356.167;643.0733616;5085.607162;5915.234067;1005.926103;3716.950454;511.356374;3774.920212;27258.43734;454.367037;91.72992989;155.5889191;3062.669293;1094.257429;2169.704215;2875.098094
Carex lucennoiberica;Carex_lucennoiberica|SPA|spm00006015;Glareosae;60;11.19032343;2;13.75;5.025;1.62;0.475;1.925;0.2225;4.6;1.25;4.6;1.25;10;66;103.6;37.3;5849.6;231.3;-43.1;274.4;11.4;146;146.1;-0.9;953.4;112.4;34.1;32.6;319.8;128.5;133.5;296.3;143.9649974;30.07197071;3.172781433;443327.5261;105.9325531;438.5370388;475.2687007;315.1885514;681.9303356;77.7312978;358.6782351;14104.2903;242.5548931;52.78868584;19.69087051;1831.692158;554.711144;896.2207087;1581.317112
Carex mackenziei;Carex_mackenziei|ASK|spm00001657;Glareosae;66.4;4.476129372;5;25;7.5;2;0.5;2.9;0.2;10;2.5;15;2.5;784;27.68239796;69.65688776;25.63010204;7223.799745;173.4757653;-103.1390306;276.6147959;70.23214286;0.085459184;122.1441327;-61.52168367;902.5242347;111.9145408;45.26147959;28.45280612;302.7831633;152.130102;222.9859694;225.9795918;1334.025437;249.9625834;17.76849245;6193498.817;1222.620102;5665.769918;7693.399321;2964.421137;6460.037387;807.8936309;3995.848827;245354.4592;3837.145944;617.3632142;89.9849985;27790.56084;7671.040523;7633.176048;22754.67391
Carex marina subsp. marina;Carex_marina_ssp_marina|MAN|spm00001746;Glareosae;61.71428571;3.197235266;7;12.5;1.25;1.5;0.25;2.5;0.25;4.5;0.75;4.5;0.75;25;-100.76;71.52;17.08;12013.68;113.12;-296.32;409.44;38.76;-207.72;55.72;-244.48;275.44;41.08;11.24;44.44;110.68;37.4;100.36;46.12;2123.69;304.1766667;5.326666667;9008613.477;1725.443333;5717.226667;9217.173333;1125.19;9620.876667;900.2933333;5017.676667;14252.09;232.5766667;30.77333333;155.5066667;1950.56;309.75;1916.573333;468.6933333
Carex nemurensis;Carex_nemurensis|SAK|spm00006074;Glareosae;52;22.38064686;1;47.5;6.25;2.5;0.25;3.05;0.125;6.5;0.75;6.5;0.75;6;14;73.83333333;23;8409;170.3333333;-142.1666667;312.5;67.16666667;-30.66666667;121;-91.83333333;1197.333333;167.6666667;46.83333333;38.33333333;467.1666667;152.6666667;431;207.8333333;239.9416623;50.11995118;5.287969054;738879.2102;176.5542552;730.8950646;792.1145011;525.3142523;1136.550559;129.552163;597.7970584;23507.1505;404.2581551;87.98114306;32.81811751;3052.820263;924.5185734;1493.701181;2635.52852
Carex tenuiflora;Carex_tenuiflora|MAN|spm00001313;Glareosae;60;3.73010781;6;30;10;1.25;0.375;3.25;0.125;6.5;1.25;6.5;1.25;835;-2.780838323;96.05628743;23.83113772;10496.9988;198.245509;-201.3257485;399.5712575;115.8107784;-89.91616766;130.3053892;-139.1976048;598.3520958;84.24431138;26.59281437;39.7245509;227.7592814;89.05988024;217.5245509;105.3293413;1594.854788;335.3721277;10.20526429;6121493.155;1136.665073;5223.018461;6638.374712;1663.069668;4455.801117;764.3346832;4217.093999;51712.40586;655.3934778;209.3639771;189.2166028;5242.053496;2315.694252;4122.2449;4018.724738
Carex traiziscana;Carex_traiziscana|JAP|spm00006095;Glareosae;62;22.38064686;1;45;7.5;3.5;0.25;4;1;6.5;0.75;6.5;0.75;2;44;85;26;8463;209;-115;324;152;-62;152;-63;2111;328;79;50;906;243;906;265;719.824987;150.3598535;15.86390716;2216637.631;529.6627655;2192.685194;2376.343503;1575.942757;3409.651678;388.656489;1793.391175;70521.45149;1212.774465;263.9434292;98.45435254;9158.46079;2773.55572;4481.103543;7906.585561
Carex trisperma var. trisperma;Carex_trisperma_var_trisperma|GNL|spm00006097;Glareosae;60;5.595161715;4;45;12.5;1.125;0.4375;3.1;0.3;5;0.5;5;0.5;11;49.45454545;110.0909091;26.81818182;10360.45455;250.2727273;-159.9090909;410.1818182;130.2727273;-65.63636364;176.1818182;-90.72727273;903.2727273;104.3636364;46.54545455;28.63636364;295;157.6363636;276.4545455;173.9090909;130.8772704;27.33815519;2.884346757;403025.0238;96.302321;398.6700352;432.0624551;286.5350467;619.9366687;70.66481618;326.0711228;12822.08209;220.5044483;47.9897144;17.90079137;1665.174689;504.2828582;814.7460988;1437.561011
Carex ursina;Carex_ursina|YUK|spm00001975;Glareosae;64;3.73010781;6;6;2;1;0.25;1.75;0.125;0;0;5.5;0.75;191;-96.92146597;62.03664921;16.65968586;10858.36649;95.08900524;-271.7748691;366.8638743;25.27748691;-187.973822;46.07853403;-226.1099476;248.5183246;36.7591623;10.21989529;45.7539267;96.81675393;34.34554974;83.11518325;45.60732984;1758.556958;259.8775971;5.236208322;10424739.58;1097.955194;6929.659576;10370.72874;1013.127859;12990.96247;483.7253789;5846.487848;15438.49308;228.0995867;53.68823367;376.8707082;1558.750455;590.0273354;1272.755084;1286.787104
